id,dateAdded,dateUpdated,address,categories,primaryCategories,city,country,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.currency,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,9.95,9.95,USD,Napoli Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,10.5,10.5,USD,Italian Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,13.5,13.5,USD,GlutenFree California Veggie Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,13.5,13.5,USD,GlutenFree ZBQ Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,10.5,10.5,USD,Tuscan Mushroom Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,13.5,13.5,USD,GlutenFree Tuscan Mushroom Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,10.95,10.95,USD,Mexican Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,10.5,10.5,USD,Italian Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,9.95,9.95,USD,Casablanca Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,10.5,10.5,USD,Sausage and Mushroom Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,10.5,10.5,USD,Santa Fe Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,9.95,9.95,USD,Zbq Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,9.95,9.95,USD,Apple Pie Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,13.5,13.5,USD,GlutenFree Sausage and Mushroom Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,10.95,10.95,USD,ZBQ Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,10.95,10.95,USD,Greek Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,13.5,13.5,USD,GlutenFree Provence Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,13.5,13.5,USD,GlutenFree Napoli Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,13.5,13.5,USD,GlutenFree Mexican Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,8.99,8.99,USD,Large Cheese Pizza Special,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,13.5,13.5,USD,Gluten Free Thai Chicken Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,10.95,10.95,USD,Tuscan Mushroom Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,19.95,19.95,USD,Thai Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,9.95,9.95,USD,Provence Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,13.5,13.5,USD,GlutenFree Santa Fe Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,10.5,10.5,USD,Napoli Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,10.95,10.95,USD,Provence Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,10.95,10.95,USD,Berkeley Vegan Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,8.95,8.95,USD,Pepperoni Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,10.5,10.5,USD,Berkeley Vegan Cheese Veggie Pizza,zpizza,22150,USD,0,25,VA
AVwdhnA1ByjofQCxp-Js,2016-03-28T05:16:07Z,2019-04-05T06:05:37Z,6699 Frontier Dr,"Restaurant,Pizza Place",Accommodation & Food Services,Springfield,US,us/va/springfield/6699frontierdr/-695527346,38.771974,-77.171196,http://www.citysearch.com/profile/menu/44116590?singlePlatformId=zpizza-12,10.5,10.5,USD,Ham and Pineapple Pizza,zpizza,22150,USD,0,25,VA
AV4rBnBz3-Khe5l_R6YL,2017-08-28T22:46:35Z,2019-04-05T06:03:37Z,500 S Memorial Dr,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,New Castle,US,us/in/newcastle/500smemorialdr/-2068016097,39.928051,-85.381193,,0,0,USD,Cheese Pizza,Pizza King,47362,USD,0,25,IN
AV4rBnBz3-Khe5l_R6YL,2017-08-28T22:46:35Z,2019-04-05T06:03:37Z,500 S Memorial Dr,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,New Castle,US,us/in/newcastle/500smemorialdr/-2068016097,39.928051,-85.381193,,0,0,USD,Meat Feast Pizza on a Plate  No Dough,Pizza King,47362,USD,0,25,IN
AVwdVui4IN2L1WUfuxbD,2016-06-11T00:41:36Z,2019-04-05T06:03:08Z,42 S Antrim Way,Pizza Place,Accommodation & Food Services,Greencastle,US,us/pa/greencastle/42santrimway/1763694843,39.790384,-77.731979,,14.69,14.69,USD,Chicken Pesto Pizza,Tonys Pizza,17225,USD,0,25,PA
AVwdVui4IN2L1WUfuxbD,2016-06-11T00:41:36Z,2019-04-05T06:03:08Z,42 S Antrim Way,Pizza Place,Accommodation & Food Services,Greencastle,US,us/pa/greencastle/42santrimway/1763694843,39.790384,-77.731979,,15.75,15.75,USD,Pizza Raponese,Tonys Pizza,17225,USD,0,25,PA
AVwdVui4IN2L1WUfuxbD,2016-06-11T00:41:36Z,2019-04-05T06:03:08Z,42 S Antrim Way,Pizza Place,Accommodation & Food Services,Greencastle,US,us/pa/greencastle/42santrimway/1763694843,39.790384,-77.731979,,13.99,13.99,USD,1 Large Cheese Pizza and A Pitcher of Soda,Tonys Pizza,17225,USD,0,25,PA
AVwdVui4IN2L1WUfuxbD,2016-06-11T00:41:36Z,2019-04-05T06:03:08Z,42 S Antrim Way,Pizza Place,Accommodation & Food Services,Greencastle,US,us/pa/greencastle/42santrimway/1763694843,39.790384,-77.731979,,19.49,19.49,USD,2 Large Cheese Pizzas,Tonys Pizza,17225,USD,0,25,PA
AVwdVui4IN2L1WUfuxbD,2016-06-11T00:41:36Z,2019-04-05T06:03:08Z,42 S Antrim Way,Pizza Place,Accommodation & Food Services,Greencastle,US,us/pa/greencastle/42santrimway/1763694843,39.790384,-77.731979,,7.75,7.75,USD,Pizza Puff,Tonys Pizza,17225,USD,0,25,PA
AVwdVui4IN2L1WUfuxbD,2016-06-11T00:41:36Z,2019-04-05T06:03:08Z,42 S Antrim Way,Pizza Place,Accommodation & Food Services,Greencastle,US,us/pa/greencastle/42santrimway/1763694843,39.790384,-77.731979,,1.55,1.55,USD,Slice of Regular Pizza,Tonys Pizza,17225,USD,0,25,PA
AVwdVui4IN2L1WUfuxbD,2016-06-11T00:41:36Z,2019-04-05T06:03:08Z,42 S Antrim Way,Pizza Place,Accommodation & Food Services,Greencastle,US,us/pa/greencastle/42santrimway/1763694843,39.790384,-77.731979,,13.65,10.29,USD,White Cheese Pizza,Tonys Pizza,17225,USD,0,25,PA
AVwdVui4IN2L1WUfuxbD,2016-06-11T00:41:36Z,2019-04-05T06:03:08Z,42 S Antrim Way,Pizza Place,Accommodation & Food Services,Greencastle,US,us/pa/greencastle/42santrimway/1763694843,39.790384,-77.731979,,14.69,14.69,USD,B.b.q Chicken Pizza,Tonys Pizza,17225,USD,0,25,PA
AVwdVui4IN2L1WUfuxbD,2016-06-11T00:41:36Z,2019-04-05T06:03:08Z,42 S Antrim Way,Pizza Place,Accommodation & Food Services,Greencastle,US,us/pa/greencastle/42santrimway/1763694843,39.790384,-77.731979,,13.65,13.65,USD,Hawaiian Pizza,Tonys Pizza,17225,USD,0,25,PA
AVwdVui4IN2L1WUfuxbD,2016-06-11T00:41:36Z,2019-04-05T06:03:08Z,42 S Antrim Way,Pizza Place,Accommodation & Food Services,Greencastle,US,us/pa/greencastle/42santrimway/1763694843,39.790384,-77.731979,,2.75,2.75,USD,Slice of Special Pizza,Tonys Pizza,17225,USD,0,25,PA
AVwdVui4IN2L1WUfuxbD,2016-06-11T00:41:36Z,2019-04-05T06:03:08Z,42 S Antrim Way,Pizza Place,Accommodation & Food Services,Greencastle,US,us/pa/greencastle/42santrimway/1763694843,39.790384,-77.731979,,17.49,17.49,USD,2 Medium Cheese Pizzas,Tonys Pizza,17225,USD,0,25,PA
AVwcqMZUkufWRAb5xn12,2016-04-09T09:13:25Z,2019-04-05T06:02:45Z,263 Beach 20th St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Far Rockaway,US,us/ny/farrockaway/263beach20thst/-1481596635,40.596859,-73.75462,,17,17,USD,Chicken Parmigiana Pizza,JM Pizza,11691,USD,0,25,NY
AVwcqMZUkufWRAb5xn12,2016-04-09T09:13:25Z,2019-04-05T06:02:45Z,263 Beach 20th St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Far Rockaway,US,us/ny/farrockaway/263beach20thst/-1481596635,40.596859,-73.75462,,15,15,USD,Grandma Pizza,JM Pizza,11691,USD,0,25,NY
AVwcqMZUkufWRAb5xn12,2016-04-09T09:13:25Z,2019-04-05T06:02:45Z,263 Beach 20th St,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Far Rockaway,US,us/ny/farrockaway/263beach20thst/-1481596635,40.596859,-73.75462,,17,17,USD,BBQ Chicken Pizza,JM Pizza,11691,USD,0,25,NY
AVzA1xvX-gnIPe8DSc8n,2017-06-19T14:52:21Z,2019-04-05T05:45:57Z,451 Glen Dr,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Shirley,US,us/ny/shirley/451glendr/-398505965,40.836636,-72.885143,,22,22,USD,Stuffed Pizza,Carlos Pizzeria Ristorante,11967,USD,0,25,NY
AVzA1xvX-gnIPe8DSc8n,2017-06-19T14:52:21Z,2019-04-05T05:45:57Z,451 Glen Dr,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Shirley,US,us/ny/shirley/451glendr/-398505965,40.836636,-72.885143,,14.5,14.5,USD,Grandma Pizza,Carlos Pizzeria Ristorante,11967,USD,0,25,NY
AVwds7PI_7pvs4fz8erK,2016-04-01T06:27:47Z,2019-04-05T05:44:36Z,8639 Regency Park Blvd,Pizza Place,Accommodation & Food Services,Port Richey,US,us/fl/portrichey/8639regencyparkblvd/285516571,28.282668,-82.697508,,1.5,1.5,USD,Slice  of Pizza,Mama Mia Pizzeria,34668,USD,0,25,FL
AVwds7PI_7pvs4fz8erK,2016-04-01T06:27:47Z,2019-04-05T05:44:36Z,8639 Regency Park Blvd,Pizza Place,Accommodation & Food Services,Port Richey,US,us/fl/portrichey/8639regencyparkblvd/285516571,28.282668,-82.697508,,14.99,14.99,USD,White Pizza,Mama Mia Pizzeria,34668,USD,0,25,FL
AVwds7PI_7pvs4fz8erK,2016-04-01T06:27:47Z,2019-04-05T05:44:36Z,8639 Regency Park Blvd,Pizza Place,Accommodation & Food Services,Port Richey,US,us/fl/portrichey/8639regencyparkblvd/285516571,28.282668,-82.697508,,1,1,USD,"Cheese Pizza,",Mama Mia Pizzeria,34668,USD,0,25,FL
AVwds7PI_7pvs4fz8erK,2016-04-01T06:27:47Z,2019-04-05T05:44:36Z,8639 Regency Park Blvd,Pizza Place,Accommodation & Food Services,Port Richey,US,us/fl/portrichey/8639regencyparkblvd/285516571,28.282668,-82.697508,,12.99,12.99,USD,White Pizza,Mama Mia Pizzeria,34668,USD,0,25,FL
AVwds7PI_7pvs4fz8erK,2016-04-01T06:27:47Z,2019-04-05T05:44:36Z,8639 Regency Park Blvd,Pizza Place,Accommodation & Food Services,Port Richey,US,us/fl/portrichey/8639regencyparkblvd/285516571,28.282668,-82.697508,,12.99,12.99,USD,Veggie Pizza,Mama Mia Pizzeria,34668,USD,0,25,FL
AVwds7PI_7pvs4fz8erK,2016-04-01T06:27:47Z,2019-04-05T05:44:36Z,8639 Regency Park Blvd,Pizza Place,Accommodation & Food Services,Port Richey,US,us/fl/portrichey/8639regencyparkblvd/285516571,28.282668,-82.697508,,2.99,2.99,USD,Pita Pizza,Mama Mia Pizzeria,34668,USD,0,25,FL
AVwds7PI_7pvs4fz8erK,2016-04-01T06:27:47Z,2019-04-05T05:44:36Z,8639 Regency Park Blvd,Pizza Place,Accommodation & Food Services,Port Richey,US,us/fl/portrichey/8639regencyparkblvd/285516571,28.282668,-82.697508,,9.99,9.99,USD,Cheese Pizza,Mama Mia Pizzeria,34668,USD,0,25,FL
AVwds7PI_7pvs4fz8erK,2016-04-01T06:27:47Z,2019-04-05T05:44:36Z,8639 Regency Park Blvd,Pizza Place,Accommodation & Food Services,Port Richey,US,us/fl/portrichey/8639regencyparkblvd/285516571,28.282668,-82.697508,,12.99,12.99,USD,Honey Bbq Chicken Pizza,Mama Mia Pizzeria,34668,USD,0,25,FL
AVwds7PI_7pvs4fz8erK,2016-04-01T06:27:47Z,2019-04-05T05:44:36Z,8639 Regency Park Blvd,Pizza Place,Accommodation & Food Services,Port Richey,US,us/fl/portrichey/8639regencyparkblvd/285516571,28.282668,-82.697508,,10.99,10.99,USD,Garlic Bread Pizza,Mama Mia Pizzeria,34668,USD,0,25,FL
AVwds7PI_7pvs4fz8erK,2016-04-01T06:27:47Z,2019-04-05T05:44:36Z,8639 Regency Park Blvd,Pizza Place,Accommodation & Food Services,Port Richey,US,us/fl/portrichey/8639regencyparkblvd/285516571,28.282668,-82.697508,,14.99,14.99,USD,Buffalo Chicken Pizza,Mama Mia Pizzeria,34668,USD,0,25,FL
AVwcgcOe_7pvs4fzv0lx,2016-04-04T04:54:08Z,2019-04-05T05:43:57Z,80 Route 6,Pizza Place,Accommodation & Food Services,Baldwin Place,US,us/ny/baldwinplace/80route6/382957054,41.344698,-73.75576,,16,16,USD,Lasagna Pizza,Peppinos,10505,USD,0,25,NY
AVwcgcOe_7pvs4fzv0lx,2016-04-04T04:54:08Z,2019-04-05T05:43:57Z,80 Route 6,Pizza Place,Accommodation & Food Services,Baldwin Place,US,us/ny/baldwinplace/80route6/382957054,41.344698,-73.75576,,14.5,14.5,USD,Salad Pizza,Peppinos,10505,USD,0,25,NY
AVwcgcOe_7pvs4fzv0lx,2016-04-04T04:54:08Z,2019-04-05T05:43:57Z,80 Route 6,Pizza Place,Accommodation & Food Services,Baldwin Place,US,us/ny/baldwinplace/80route6/382957054,41.344698,-73.75576,,14.5,14.5,USD,White Pizza,Peppinos,10505,USD,0,25,NY
AVwckRTLkufWRAb5wmVb,2015-10-23T03:02:52Z,2019-04-04T16:54:40Z,1539 Rock Springs Rd,Pizza Place,Accommodation & Food Services,Apopka,US,us/fl/apopka/1539rockspringsrd/1264908367,28.706351,-81.508151,,12.95,12.95,USD,Cheese Pizza,Anthonys Pizza And Italian Restaurant,32712,USD,0,25,FL
AVwckRTLkufWRAb5wmVb,2015-10-23T03:02:52Z,2019-04-04T16:54:40Z,1539 Rock Springs Rd,Pizza Place,Accommodation & Food Services,Apopka,US,us/fl/apopka/1539rockspringsrd/1264908367,28.706351,-81.508151,,6.5,6.5,USD,Pizza Sub,Anthonys Pizza And Italian Restaurant,32712,USD,0,25,FL
AVwckRTLkufWRAb5wmVb,2015-10-23T03:02:52Z,2019-04-04T16:54:40Z,1539 Rock Springs Rd,Pizza Place,Accommodation & Food Services,Apopka,US,us/fl/apopka/1539rockspringsrd/1264908367,28.706351,-81.508151,,32,32,USD,2 Extra Large 2 Topping Pizzas & One 2 Litre,Anthonys Pizza And Italian Restaurant,32712,USD,0,25,FL
AVwckRTLkufWRAb5wmVb,2015-10-23T03:02:52Z,2019-04-04T16:54:40Z,1539 Rock Springs Rd,Pizza Place,Accommodation & Food Services,Apopka,US,us/fl/apopka/1539rockspringsrd/1264908367,28.706351,-81.508151,,20.95,15.95,USD,Buffalo Chicken Bbq Pizza,Anthonys Pizza And Italian Restaurant,32712,USD,0,25,FL
AVwckRTLkufWRAb5wmVb,2015-10-23T03:02:52Z,2019-04-04T16:54:40Z,1539 Rock Springs Rd,Pizza Place,Accommodation & Food Services,Apopka,US,us/fl/apopka/1539rockspringsrd/1264908367,28.706351,-81.508151,,4.95,4.95,USD,Exclusive Vip Stuffed Pizza,Anthonys Pizza And Italian Restaurant,32712,USD,0,25,FL
AVwckRTLkufWRAb5wmVb,2015-10-23T03:02:52Z,2019-04-04T16:54:40Z,1539 Rock Springs Rd,Pizza Place,Accommodation & Food Services,Apopka,US,us/fl/apopka/1539rockspringsrd/1264908367,28.706351,-81.508151,,4.5,4.5,USD,Extravaganza Pizza,Anthonys Pizza And Italian Restaurant,32712,USD,0,25,FL
AVwckRTLkufWRAb5wmVb,2015-10-23T03:02:52Z,2019-04-04T16:54:40Z,1539 Rock Springs Rd,Pizza Place,Accommodation & Food Services,Apopka,US,us/fl/apopka/1539rockspringsrd/1264908367,28.706351,-81.508151,,30.75,18.65,USD,Exclusive Vip Stuffed Pizza,Anthonys Pizza And Italian Restaurant,32712,USD,0,25,FL
AVwckRTLkufWRAb5wmVb,2015-10-23T03:02:52Z,2019-04-04T16:54:40Z,1539 Rock Springs Rd,Pizza Place,Accommodation & Food Services,Apopka,US,us/fl/apopka/1539rockspringsrd/1264908367,28.706351,-81.508151,,9.95,9.95,USD,Cheese Pizza,Anthonys Pizza And Italian Restaurant,32712,USD,0,25,FL
AVwckRTLkufWRAb5wmVb,2015-10-23T03:02:52Z,2019-04-04T16:54:40Z,1539 Rock Springs Rd,Pizza Place,Accommodation & Food Services,Apopka,US,us/fl/apopka/1539rockspringsrd/1264908367,28.706351,-81.508151,,5.25,5.25,USD,2 Slices Cheese Pizza & Soda,Anthonys Pizza And Italian Restaurant,32712,USD,0,25,FL
AVwckRTLkufWRAb5wmVb,2015-10-23T03:02:52Z,2019-04-04T16:54:40Z,1539 Rock Springs Rd,Pizza Place,Accommodation & Food Services,Apopka,US,us/fl/apopka/1539rockspringsrd/1264908367,28.706351,-81.508151,,22.95,16.95,USD,Extravaganza Pizza,Anthonys Pizza And Italian Restaurant,32712,USD,0,25,FL
AVwckRTLkufWRAb5wmVb,2015-10-23T03:02:52Z,2019-04-04T16:54:40Z,1539 Rock Springs Rd,Pizza Place,Accommodation & Food Services,Apopka,US,us/fl/apopka/1539rockspringsrd/1264908367,28.706351,-81.508151,,26,26,USD,2 Large Cheese Pizzas & Ten Wings,Anthonys Pizza And Italian Restaurant,32712,USD,0,25,FL
AVzA2WaP3D1zeR_xBAna,2017-06-19T14:54:52Z,2019-04-04T16:54:25Z,2551 Amsterdam Ave,"Pizza,Restaurant,Kosher,Pizza Place,Restaurants",Accommodation & Food Services,New York,US,us/ny/newyork/2551amsterdamave/-1048924267,40.85149,-73.928312,http://www.menupages.com/restaurants/grandmas-pizza-2/menu,22.5,22.5,USD,Margarita Sicilian Pizza,Grandmas Pizza,10033,USD,0,25,NY
