id,dateAdded,dateUpdated,address,categories,primaryCategories,city,country,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.currency,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province
AVz3Y-7h3D1zeR_xDAqm,2017-06-30T05:05:40Z,2019-05-01T15:43:09Z,4203 E Kiehl Ave,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Sherwood,US,us/ar/sherwood/4203ekiehlave/-1051391616,34.8323,-92.1838,http://www.citysearch.com/profile/menu/1550074?singlePlatformId=shotgun-dans-pizza,7.98,7.98,USD,Cheese Pizza,Shotgun Dans Pizza,72120,USD,0,25,AR
AVweGPFF_7pvs4fzAAzQ,2016-04-02T04:02:49Z,2019-05-01T15:27:50Z,25 E Camelback Rd,"Pizza,Pizza Place,Restaurants",Accommodation & Food Services,Phoenix,US,us/az/phoenix/25ecamelbackrd/-727422936,33.509266,-112.073044,,6,6,USD,Pizza Cookie,Sauce Pizza Wine,85012,USD,0,25,AZ
AVwdRGa9_7pvs4fz4E3K,2016-03-03T18:39:49Z,2019-05-01T12:52:25Z,3703 Paxton Ave,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Cincinnati,US,us/oh/cincinnati/3703paxtonave/-619797122,39.144883,-84.432685,http://www.citysearch.com/profile/menu/8160503?singlePlatformId=mios-pizzeria-4,6.49,6.49,USD,Pizza Blanca,Mios Pizzeria,45209,USD,0,25,OH
AVwdX4psIN2L1WUfvJB1,2016-03-29T05:08:59Z,2019-05-01T12:52:20Z,30495 John R Rd,"Pizza,Carry-out food,Pizza Place,Restaurants",Accommodation & Food Services,Madison Heights,US,us/mi/madisonheights/30495johnrrd/-874863116,42.516669,-83.10663,,5.99,5.99,USD,Small Pizza,Hungry Howies Pizza,48071,USD,25,40,MI
AVwdaeTtkufWRAb55pSH,2016-03-31T02:34:04Z,2019-05-01T12:50:45Z,3600 Eastern Ave,"Pizza,American restaurants,Pizza Place,Pizza equipment and supplies,Restaurants",Accommodation & Food Services,Baltimore,US,us/md/baltimore/3600easternave/-1270965359,39.28663,-76.566984,,5.49,5.49,USD,Pizza Sub,Spartan Pizzeria,21224,USD,0,25,MD
AVwdaeTtkufWRAb55pSH,2016-03-31T02:34:04Z,2019-05-01T12:50:45Z,3600 Eastern Ave,"Pizza,American restaurants,Pizza Place,Pizza equipment and supplies,Restaurants",Accommodation & Food Services,Baltimore,US,us/md/baltimore/3600easternave/-1270965359,39.28663,-76.566984,,10.99,10.99,USD,White Pizza,Spartan Pizzeria,21224,USD,0,25,MD
AVwckQhv_7pvs4fzwhpf,2016-04-22T02:28:48Z,2019-05-01T12:50:22Z,1834 Euclid Ave,Pizza Place,Accommodation & Food Services,Berkeley,US,us/ca/berkeley/1834euclidave/-1109825433,37.875496,-122.260345,,4.99,4.99,USD,Two Topping Pizza,La Vals,94709,USD,0,25,CA
AVwckQhv_7pvs4fzwhpf,2016-04-22T02:28:48Z,2019-05-01T12:50:22Z,1834 Euclid Ave,Pizza Place,Accommodation & Food Services,Berkeley,US,us/ca/berkeley/1834euclidave/-1109825433,37.875496,-122.260345,,5.39,5.39,USD,Three Or More Topping Pizza,La Vals,94709,USD,0,25,CA
AVwcvnln_7pvs4fzyfqZ,2016-04-01T06:35:24Z,2019-05-01T12:49:06Z,4819 Kerry Forest Pkwy,Pizza Place,Accommodation & Food Services,Tallahassee,US,us/fl/tallahassee/4819kerryforestpkwy/879863405,30.537097,-84.215156,,2.5,2.5,USD,Pizza,Brickyard Pizza,32309,USD,0,25,FL
AVwcvnln_7pvs4fzyfqZ,2016-04-01T06:35:24Z,2019-05-01T12:49:06Z,4819 Kerry Forest Pkwy,Pizza Place,Accommodation & Food Services,Tallahassee,US,us/fl/tallahassee/4819kerryforestpkwy/879863405,30.537097,-84.215156,,11.99,11.99,USD,Pizza,Brickyard Pizza,32309,USD,0,25,FL
AVwchRVZkufWRAb5wDIV,2016-03-29T04:47:31Z,2019-05-01T12:42:34Z,4061 28th St SE,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Grand Rapids,US,us/mi/grandrapids/406128thstse/-255474861,42.912878,-85.566939,,7.43,7.43,USD,Kids Cheese Pizza,Carrabbas Italian Grill,49512,USD,25,40,MI
AVwchRVZkufWRAb5wDIV,2016-03-29T04:47:31Z,2019-05-01T12:42:34Z,4061 28th St SE,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Grand Rapids,US,us/mi/grandrapids/406128thstse/-255474861,42.912878,-85.566939,,18.21,18.21,USD,Create Your Own Pizza,Carrabbas Italian Grill,49512,USD,25,40,MI
AVwchRVZkufWRAb5wDIV,2016-03-29T04:47:31Z,2019-05-01T12:42:34Z,4061 28th St SE,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Grand Rapids,US,us/mi/grandrapids/406128thstse/-255474861,42.912878,-85.566939,,15.92,15.92,USD,Prosciutto Arugula Pizza,Carrabbas Italian Grill,49512,USD,25,40,MI
AVwchRVZkufWRAb5wDIV,2016-03-29T04:47:31Z,2019-05-01T12:42:34Z,4061 28th St SE,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Grand Rapids,US,us/mi/grandrapids/406128thstse/-255474861,42.912878,-85.566939,,7.43,7.43,USD,Kids Pepperoni Pizza,Carrabbas Italian Grill,49512,USD,25,40,MI
AVwc7s1wIN2L1WUfqehD,2015-10-21T17:51:11Z,2019-05-01T12:42:05Z,146 N Glendora Ave,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Glendora,US,us/ca/glendora/146nglendoraave/-1511428239,34.137502,-117.865331,http://www.singlepage.com/domenicos-jr,22,22,USD,Three Cheese Pizza,Domenicos Jr,91741,USD,0,25,CA
AVwc7s1wIN2L1WUfqehD,2015-10-21T17:51:11Z,2019-05-01T12:42:05Z,146 N Glendora Ave,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Glendora,US,us/ca/glendora/146nglendoraave/-1511428239,34.137502,-117.865331,http://www.singlepage.com/domenicos-jr,11.5,11.5,USD,Three Cheese Pizza,Domenicos Jr,91741,USD,0,25,CA
AVwc7s1wIN2L1WUfqehD,2015-10-21T17:51:11Z,2019-05-01T12:42:05Z,146 N Glendora Ave,"Pizza,Restaurant,Pizza Place",Accommodation & Food Services,Glendora,US,us/ca/glendora/146nglendoraave/-1511428239,34.137502,-117.865331,http://www.singlepage.com/domenicos-jr,7,7,USD,Pizza Sandwich,Domenicos Jr,91741,USD,0,25,CA
AVwc2xOokufWRAb5zu4_,2016-05-24T00:41:59Z,2019-05-01T12:34:44Z,965 N Resler Dr,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,El Paso,US,us/tx/elpaso/965nreslerdr/1770159848,31.862409,-106.558431,http://www.citysearch.com/profile/menu/43189550?singlePlatformId=little-caesars-pizza-1507,5,5,USD,HotNReady Large Pizza,Little Caesars Pizza,79912,USD,0,25,TX
AVwcr0iskufWRAb5x6lr,2016-03-28T05:25:49Z,2019-05-01T12:28:47Z,8111 Rowlock Way,"Pizza,Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Raleigh,US,us/nc/raleigh/8111rowlockway/1763694843,35.884857,-78.737707,,11.99,11.99,USD,"15"" Plain Cheese Pizza",Tonys Pizza,27613,USD,0,25,NC
AVwdfIbIByjofQCxplnX,2016-06-14T02:11:51Z,2019-05-01T12:27:25Z,4111 Main St,"Pizza,American restaurants,Pizza Place,Restaurants",Accommodation & Food Services,Philadelphia,US,us/pa/philadelphia/4111mainst/-404553877,40.022413,-75.218579,,4.5,4.5,USD,Pizza Fries,Mikes Pizza,19127,USD,0,25,PA
AVwedtwTIN2L1WUf5Kjd,2016-10-20T06:07:54Z,2019-05-01T12:24:14Z,4024 Canal St,Pizza Place,Accommodation & Food Services,New Orleans,US,us/la/neworleans/4024canalst/1763771589,29.974032,-90.100317,,12.25,12.25,USD,Bacon & Blue Cheese Pizza,Theos Neighborhood Pizza,70119,USD,25,40,LA
AVwedtwTIN2L1WUf5Kjd,2016-10-20T06:07:54Z,2019-05-01T12:24:14Z,4024 Canal St,Pizza Place,Accommodation & Food Services,New Orleans,US,us/la/neworleans/4024canalst/1763771589,29.974032,-90.100317,,12.25,12.25,USD,Chicken Pesto Pizza,Theos Neighborhood Pizza,70119,USD,25,40,LA
AVwedtwTIN2L1WUf5Kjd,2016-10-20T06:07:54Z,2019-05-01T12:24:14Z,4024 Canal St,Pizza Place,Accommodation & Food Services,New Orleans,US,us/la/neworleans/4024canalst/1763771589,29.974032,-90.100317,,13.5,13.5,USD,Big Dave's Buffalo Chicken Pizza,Theos Neighborhood Pizza,70119,USD,25,40,LA
AVwdixeC_7pvs4fz67Pw,2016-03-21T00:31:52Z,2019-05-01T06:28:42Z,1584 N Woodland Blvd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,DeLand,US,us/fl/deland/1584nwoodlandblvd/-874863116,29.046703,-81.303817,http://www.citysearch.com/profile/menu/2349150?singlePlatformId=hungry-howies-pizza-129,4.89,4.89,USD,Pizza Sub,Hungry Howies Pizza,32720,USD,0,25,FL
AVwdixeC_7pvs4fz67Pw,2016-03-21T00:31:52Z,2019-05-01T06:28:42Z,1584 N Woodland Blvd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,DeLand,US,us/fl/deland/1584nwoodlandblvd/-874863116,29.046703,-81.303817,http://www.citysearch.com/profile/menu/2349150?singlePlatformId=hungry-howies-pizza-129,6.99,6.99,USD,1 Topping Pizza,Hungry Howies Pizza,32720,USD,0,25,FL
AVwdixeC_7pvs4fz67Pw,2016-03-21T00:31:52Z,2019-05-01T06:28:42Z,1584 N Woodland Blvd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,DeLand,US,us/fl/deland/1584nwoodlandblvd/-874863116,29.046703,-81.303817,http://www.citysearch.com/profile/menu/2349150?singlePlatformId=hungry-howies-pizza-129,19.99,19.99,USD,Plue 2 liter Soda with 2ampcomma Pizza,Hungry Howies Pizza,32720,USD,0,25,FL
AVwdixeC_7pvs4fz67Pw,2016-03-21T00:31:52Z,2019-05-01T06:28:42Z,1584 N Woodland Blvd,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,DeLand,US,us/fl/deland/1584nwoodlandblvd/-874863116,29.046703,-81.303817,http://www.citysearch.com/profile/menu/2349150?singlePlatformId=hungry-howies-pizza-129,5,5,USD,Each 2nd Pizza,Hungry Howies Pizza,32720,USD,0,25,FL
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,11.75,11.75,USD,12ampquot White Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,3.75,3.75,USD,2 Topping Pizza Slice,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,3.5,3.5,USD,1 Topping Pizza Slice,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,19.25,19.25,USD,16ampquot Buffalo Chicken Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,16.95,16.95,USD,16ampquot Margherita Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,12.5,12.5,USD,12ampquot Hawaiian Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,17.75,17.75,USD,16ampquot White Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,11.75,11.75,USD,12ampquot Eggplant Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,12.5,12.5,USD,12ampquot Meat Lovers Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,13.75,13.75,USD,16ampquot Cheese Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,18.75,18.75,USD,16ampquot Veggie Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,12,12,USD,12ampquot Bufalina PIzza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,18.95,18.95,USD,16ampquot Sicilian Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwdK3hX_7pvs4fz2-s0,2015-10-23T03:51:31Z,2019-05-01T06:27:25Z,1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",Accommodation & Food Services,New York,US,us/ny/newyork/1477yorkave/960433863,40.770825,-73.95102,,19.75,19.75,USD,16ampquot Chicken Parm Pizza,Salvos Pizzabar,10075,USD,25,40,NY
AVwcjjQ4kufWRAb5weHv,2016-04-03T01:16:01Z,2019-05-01T06:26:18Z,9600 San Jose Blvd,"Restaurant,Pizza Place",Accommodation & Food Services,Jacksonville,US,us/fl/jacksonville/9600sanjoseblvd/1770159848,30.204576,-81.785252,,7.99,7.99,USD,Large 3 Topping Pizza,Little Caesars Pizza,32257,USD,0,25,FL
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,Methi Mutter Malai Pizza,Curry on Crust,48187,USD,0,25,MI
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,Spicy Veg Pizza,Curry on Crust,48187,USD,0,25,MI
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,Gobi Munchurian Pizza,Curry on Crust,48187,USD,0,25,MI
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,Roasted Garlic Pizza,Curry on Crust,48187,USD,0,25,MI
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,Hari Mirch Pineapple Pizza,Curry on Crust,48187,USD,0,25,MI
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,Aaloo Gobi Pizza,Curry on Crust,48187,USD,0,25,MI
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,Margherita Pizza,Curry on Crust,48187,USD,0,25,MI
AVweO2A2IN2L1WUf3IVT,2016-03-29T04:42:44Z,2019-05-01T06:23:16Z,45490 Ford Rd,"Indian Restaurant,Pizza Place",Accommodation & Food Services,Canton,US,us/mi/canton/45490fordrd/-1610211871,42.322403,-83.488782,,7.99,7.99,USD,Achari Veg Pizza,Curry on Crust,48187,USD,0,25,MI
AVwcsjkFIN2L1WUfn4dB,2015-10-20T03:10:24Z,2019-04-30T18:38:15Z,1253 Jacklin Rd,"Pizza,Restaurant,Karaoke,Pizza Place,Restaurants",Accommodation & Food Services,Milpitas,US,us/ca/milpitas/1253jacklinrd/-66718653,37.4478,-121.8878,,9.2,9.2,USD,Cheese Pizza,Pizza Box,95035,USD,0,25,CA
AVwd3vBcIN2L1WUfz8Kd,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Poughkeepsie,US,us/ny/poughkeepsie/786mainst/1898246848,41.696049,-73.901679,,4.99,4.99,USD,All Meat Stuffed Pizza Slice,Tonys Pizza Pit,12603,USD,0,25,NY
AVwd3vBcIN2L1WUfz8Kd,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Poughkeepsie,US,us/ny/poughkeepsie/786mainst/1898246848,41.696049,-73.901679,,18.99,18.99,USD,Hawaiian Pizza,Tonys Pizza Pit,12603,USD,0,25,NY
AVwd3vBcIN2L1WUfz8Kd,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Poughkeepsie,US,us/ny/poughkeepsie/786mainst/1898246848,41.696049,-73.901679,,18.99,18.99,USD,4Cheese Pizza,Tonys Pizza Pit,12603,USD,0,25,NY
AVwd3vBcIN2L1WUfz8Kd,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Poughkeepsie,US,us/ny/poughkeepsie/786mainst/1898246848,41.696049,-73.901679,,10.99,10.99,USD,Gluten Free Cheese Pizza,Tonys Pizza Pit,12603,USD,0,25,NY
AVwd3vBcIN2L1WUfz8Kd,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Poughkeepsie,US,us/ny/poughkeepsie/786mainst/1898246848,41.696049,-73.901679,,19.99,19.99,USD,Vegetable Stuffed Pizza Pie,Tonys Pizza Pit,12603,USD,0,25,NY
AVwd3vBcIN2L1WUfz8Kd,2016-03-31T02:32:23Z,2019-04-30T15:37:52Z,786 Main St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Poughkeepsie,US,us/ny/poughkeepsie/786mainst/1898246848,41.696049,-73.901679,,1.99,1.99,USD,Cheese Pizza Slice,Tonys Pizza Pit,12603,USD,0,25,NY
AVwcoEiNIN2L1WUfnF36,2016-03-28T05:33:02Z,2019-04-30T15:36:38Z,2221 Browning Dr,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Arlington,US,us/tx/arlington/2221browningdr/1023837469,32.707464,-97.085036,,6.95,6.95,USD,Cheese Pizza,Italy Pizza Pasta Subs,76010,USD,25,40,TX
AVwcoEiNIN2L1WUfnF36,2016-03-28T05:33:02Z,2019-04-30T15:36:38Z,2221 Browning Dr,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Arlington,US,us/tx/arlington/2221browningdr/1023837469,32.707464,-97.085036,,12.95,12.95,USD,Supreme Pizza,Italy Pizza Pasta Subs,76010,USD,25,40,TX
AVwcoEiNIN2L1WUfnF36,2016-03-28T05:33:02Z,2019-04-30T15:36:38Z,2221 Browning Dr,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Accommodation & Food Services,Arlington,US,us/tx/arlington/2221browningdr/1023837469,32.707464,-97.085036,,1,1,USD,Pizza Topping,Italy Pizza Pasta Subs,76010,USD,25,40,TX
AVweM6RuIN2L1WUf24PG,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Pizza Place,Accommodation & Food Services,Tucson,US,us/az/tucson/150npantanord/-874863116,32.223015,-110.822913,,8.99,8.99,USD,Pizza Sub Deluxe,Hungry Howies Pizza,85710,USD,25,40,AZ
AVweM6RuIN2L1WUf24PG,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Pizza Place,Accommodation & Food Services,Tucson,US,us/az/tucson/150npantanord/-874863116,32.223015,-110.822913,,11.99,11.99,USD,Veggie Pizza,Hungry Howies Pizza,85710,USD,25,40,AZ
AVweM6RuIN2L1WUf24PG,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Pizza Place,Accommodation & Food Services,Tucson,US,us/az/tucson/150npantanord/-874863116,32.223015,-110.822913,,8.99,8.99,USD,Howie Special Pizza,Hungry Howies Pizza,85710,USD,25,40,AZ
AVweM6RuIN2L1WUf24PG,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Pizza Place,Accommodation & Food Services,Tucson,US,us/az/tucson/150npantanord/-874863116,32.223015,-110.822913,,11.99,11.99,USD,Bacon Cheddar Cheeseburger Pizza,Hungry Howies Pizza,85710,USD,25,40,AZ
AVweM6RuIN2L1WUf24PG,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Pizza Place,Accommodation & Food Services,Tucson,US,us/az/tucson/150npantanord/-874863116,32.223015,-110.822913,,8.49,8.49,USD,Thin Crust Cheese Pizza,Hungry Howies Pizza,85710,USD,25,40,AZ
AVweM6RuIN2L1WUf24PG,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Pizza Place,Accommodation & Food Services,Tucson,US,us/az/tucson/150npantanord/-874863116,32.223015,-110.822913,,11.99,11.99,USD,Howie Maui Pizza,Hungry Howies Pizza,85710,USD,25,40,AZ
AVweM6RuIN2L1WUf24PG,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Pizza Place,Accommodation & Food Services,Tucson,US,us/az/tucson/150npantanord/-874863116,32.223015,-110.822913,,5.99,5.99,USD,Cheese Pizza,Hungry Howies Pizza,85710,USD,25,40,AZ
AVweM6RuIN2L1WUf24PG,2015-10-23T01:27:28Z,2019-04-30T15:35:03Z,150 N Pantano Rd,Pizza Place,Accommodation & Food Services,Tucson,US,us/az/tucson/150npantanord/-874863116,32.223015,-110.822913,,7.99,7.99,USD,Pizza Sub,Hungry Howies Pizza,85710,USD,25,40,AZ
AWESAELwa4HuVbedMwTP,2018-01-20T05:17:24Z,2019-04-30T15:28:51Z,1250 Gen. Washington Blvd.,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Washington Crossing,US,us/pa/washingtoncrossing/1250gen.washingtonblvd./-1256009802,40.292365,-74.872428,,17,17,USD,Nick's Specialty Pizza,Dominicks Pizzeria Italian Restaurant,18977,USD,0,25,PA
AWESAELwa4HuVbedMwTP,2018-01-20T05:17:24Z,2019-04-30T15:28:51Z,1250 Gen. Washington Blvd.,"Italian Restaurant,Pizza Place",Accommodation & Food Services,Washington Crossing,US,us/pa/washingtoncrossing/1250gen.washingtonblvd./-1256009802,40.292365,-74.872428,,21,21,USD,Buffalo Wing Pizza,Dominicks Pizzeria Italian Restaurant,18977,USD,0,25,PA
AVwdUCT-_7pvs4fz4j3w,2016-04-01T06:29:54Z,2019-04-30T15:28:26Z,3860 N Long Lake Rd,Pizza Place,Accommodation & Food Services,Traverse City,US,us/mi/traversecity/3860nlonglakerd/206725212,44.757113,-85.652529,,10.49,10.49,USD,Sauce and Cheese Pizza,Thats a Pizza,49684,USD,0,25,MI
AVwdUCT-_7pvs4fz4j3w,2016-04-01T06:29:54Z,2019-04-30T15:28:26Z,3860 N Long Lake Rd,Pizza Place,Accommodation & Food Services,Traverse City,US,us/mi/traversecity/3860nlonglakerd/206725212,44.757113,-85.652529,,4.85,4.85,USD,Sauce and Cheese Pizza,Thats a Pizza,49684,USD,0,25,MI
AV1h2sbCa4HuVbed7cM1,2017-07-20T21:15:13Z,2019-04-30T15:27:10Z,1612 Franklin St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Michigan City,US,us/in/michigancity/1612franklinst/-900142234,41.707275,-86.896541,http://www.citysearch.com/profile/menu/3995988?singlePlatformId=albanos-villa,12.05,12.05,USD,Taco Pizza,Albanos Villa,46360,USD,0,25,IN
AV1h2sbCa4HuVbed7cM1,2017-07-20T21:15:13Z,2019-04-30T15:27:10Z,1612 Franklin St,"Restaurant,Pizza Place,Restaurants",Accommodation & Food Services,Michigan City,US,us/in/michigancity/1612franklinst/-900142234,41.707275,-86.896541,http://www.citysearch.com/profile/menu/3995988?singlePlatformId=albanos-villa,1.75,1.75,USD,Pizza Sauce,Albanos Villa,46360,USD,0,25,IN
